prison_id,country,indicators,crime_category,year,count
1223,Dominica,entering,intentional homicide,2017,50
1224,Italy,entering,intentional homicide,2017,2
1225,Mexico,entering,intentional homicide,2017,10
1226,Malta,entering,intentional homicide,2017,2
1227,Belize,entering,intentional homicide,2018,24
1228,Bermuda,entering,intentional homicide,2018,3
1229,Switzerland,entering,intentional homicide,2018,1
1230,Chile,entering,intentional homicide,2018,2
1231,Dominica,entering,intentional homicide,2018,11
1232,Italy,entering,intentional homicide,2018,2
1233,Mexico,entering,intentional homicide,2018,9
1234,Malta,entering,intentional homicide,2018,5
1235,Belize,entering,intentional homicide,2019,14
1236,Bermuda,entering,intentional homicide,2019,2
1237,Switzerland,entering,intentional homicide,2019,1
1238,Chile,entering,intentional homicide,2019,7
1239,Colombia,entering,intentional homicide,2019,12
1240,Dominica,entering,intentional homicide,2019,8
1241,Jamaica,entering,intentional homicide,2019,2
1242,Mexico,entering,intentional homicide,2019,10
1243,Malta,entering,intentional homicide,2019,2
1244,Thailand,entering,intentional homicide,2019,4
1245,Belize,entering,intentional homicide,2020,13
1246,Switzerland,entering,intentional homicide,2020,1
1247,Chile,entering,intentional homicide,2020,8
1248,Colombia,entering,intentional homicide,2020,2
1249,Dominica,entering,intentional homicide,2020,19
1250,Jamaica,entering,intentional homicide,2020,1
1251,Mexico,entering,intentional homicide,2020,9
1252,Malta,entering,intentional homicide,2020,3
1253,Thailand,entering,intentional homicide,2020,3
1254,Chile,entering,intentional homicide,2021,7
1255,Colombia,entering,intentional homicide,2021,2
1256,Czechia,entering,intentional homicide,2021,9
1257,Italy,entering,intentional homicide,2021,2
1258,Jamaica,entering,intentional homicide,2021,2
1259,Mexico,entering,intentional homicide,2021,10
1260,Malta,entering,intentional homicide,2021,1
1261,Costa Rica,entering,drug possession,2016,7
1262,Mexico,entering,drug possession,2016,5
1263,Bermuda,entering,drug possession,2017,13
1264,Chile,entering,drug possession,2017,2
1265,Costa Rica,entering,drug possession,2017,9
1266,Mexico,entering,drug possession,2017,7
1267,Malta,entering,drug possession,2017,1
1268,Belize,entering,drug possession,2018,21
1269,Bermuda,entering,drug possession,2018,13
1270,Chile,entering,drug possession,2018,2
1271,Dominica,entering,drug possession,2018,20
1272,Luxembourg,entering,drug possession,2018,3
1273,Mexico,entering,drug possession,2018,8
1274,Belize,entering,drug possession,2019,27
1275,Bermuda,entering,drug possession,2019,11
1276,Colombia,entering,drug possession,2019,26
1277,Dominica,entering,drug possession,2019,42
1278,Jamaica,entering,drug possession,2019,1
1279,Mexico,entering,drug possession,2019,13
1280,Thailand,entering,drug possession,2019,34
1281,Trinidad and Tobago,entering,drug possession,2019,32
1282,Belize,entering,drug possession,2020,15
1283,Chile,entering,drug possession,2020,1
1284,Colombia,entering,drug possession,2020,12
1285,Dominica,entering,drug possession,2020,17
1286,Mexico,entering,drug possession,2020,8
1287,Thailand,entering,drug possession,2020,28
1288,Trinidad and Tobago,entering,drug possession,2020,14
1289,Chile,entering,drug possession,2021,1
1290,Czechia,entering,drug possession,2021,9
1291,Jamaica,entering,drug possession,2021,1
1292,Mexico,entering,drug possession,2021,9
1293,Malta,entering,drug possession,2021,7
1294,Costa Rica,entering,drug trafficking,2016,4
1295,Italy,entering,drug trafficking,2016,23
1296,Mexico,entering,drug trafficking,2016,13
1297,Bermuda,entering,drug trafficking,2017,49
1298,Switzerland,entering,drug trafficking,2017,10
1299,Chile,entering,drug trafficking,2017,27
1300,Costa Rica,entering,drug trafficking,2017,4
1301,Italy,entering,drug trafficking,2017,24
1302,Luxembourg,entering,drug trafficking,2017,25
1303,Mexico,entering,drug trafficking,2017,9
1304,Malta,entering,drug trafficking,2017,14
1305,Belize,entering,drug trafficking,2018,25
1306,Bermuda,entering,drug trafficking,2018,30
1307,Switzerland,entering,drug trafficking,2018,8
1308,Chile,entering,drug trafficking,2018,39
1309,Dominica,entering,drug trafficking,2018,4
1310,Italy,entering,drug trafficking,2018,24
1311,Luxembourg,entering,drug trafficking,2018,31
1312,Mexico,entering,drug trafficking,2018,10
1313,Malta,entering,drug trafficking,2018,8
1314,Belize,entering,drug trafficking,2019,27
1315,Bermuda,entering,drug trafficking,2019,24
1316,Switzerland,entering,drug trafficking,2019,10
1317,Chile,entering,drug trafficking,2019,37
1318,Colombia,entering,drug trafficking,2019,26
1319,Dominica,entering,drug trafficking,2019,15
1320,Jamaica,entering,drug trafficking,2019,2
1321,Mexico,entering,drug trafficking,2019,11
1322,Malta,entering,drug trafficking,2019,10
1323,Thailand,entering,drug trafficking,2019,290
1324,Trinidad and Tobago,entering,drug trafficking,2019,24
1325,Belize,entering,drug trafficking,2020,10
1326,Switzerland,entering,drug trafficking,2020,9
1327,Chile,entering,drug trafficking,2020,28
1328,Colombia,entering,drug trafficking,2020,5
1329,Dominica,entering,drug trafficking,2020,17
1330,Jamaica,entering,drug trafficking,2020,1
1331,Mexico,entering,drug trafficking,2020,13
1332,Malta,entering,drug trafficking,2020,10
1333,Thailand,entering,drug trafficking,2020,282
1334,Trinidad and Tobago,entering,drug trafficking,2020,10
1335,Switzerland,entering,drug trafficking,2021,7
1336,Chile,entering,drug trafficking,2021,36
1337,Colombia,entering,drug trafficking,2021,7
1338,Czechia,entering,drug trafficking,2021,23
1339,Italy,entering,drug trafficking,2021,18
1340,Jamaica,entering,drug trafficking,2021,1
1341,Mexico,entering,drug trafficking,2021,11
1342,Malta,entering,drug trafficking,2021,7
1343,Italy,entering,bribery,2017,1
1344,Luxembourg,entering,bribery,2017,1
1345,Malta,entering,bribery,2017,1
1346,Bermuda,entering,bribery,2019,3
1347,Colombia,entering,bribery,2019,1
1348,Dominica,entering,bribery,2019,13
1349,Dominica,entering,bribery,2020,6
1350,Mexico,entering,bribery,2020,1
1351,Portugal,persons held,intentional homicide,2008,3
1352,Portugal,persons held,intentional homicide,2009,3
1353,Argentina,persons held,intentional homicide,2010,9
1354,Australia,persons held,intentional homicide,2010,9
1355,Austria,persons held,intentional homicide,2010,6
1356,Switzerland,persons held,intentional homicide,2010,6
1357,Italy,persons held,intentional homicide,2010,10
1358,Malta,persons held,intentional homicide,2010,3
1359,Portugal,persons held,intentional homicide,2010,3
1360,Slovenia,persons held,intentional homicide,2010,5
1361,Argentina,persons held,intentional homicide,2011,10
1362,Australia,persons held,intentional homicide,2011,9
1363,Austria,persons held,intentional homicide,2011,6
1364,Switzerland,persons held,intentional homicide,2011,5
1365,Czechia,persons held,intentional homicide,2011,12
1366,Italy,persons held,intentional homicide,2011,10
1367,Malta,persons held,intentional homicide,2011,3
1368,Portugal,persons held,intentional homicide,2011,3
1369,Slovenia,persons held,intentional homicide,2011,5
1370,Argentina,persons held,intentional homicide,2012,10
1371,Australia,persons held,intentional homicide,2012,8
1372,Austria,persons held,intentional homicide,2012,6
1373,Switzerland,persons held,intentional homicide,2012,5
1374,Czechia,persons held,intentional homicide,2012,11
1375,Spain,persons held,intentional homicide,2012,8
1376,Israel,persons held,intentional homicide,2012,14
1377,Italy,persons held,intentional homicide,2012,10
1378,Malta,persons held,intentional homicide,2012,2
1379,Portugal,persons held,intentional homicide,2012,3
1380,Argentina,persons held,intentional homicide,2013,12
1381,Australia,persons held,intentional homicide,2013,8
1382,Austria,persons held,intentional homicide,2013,6
1383,Bermuda,persons held,intentional homicide,2013,50
1384,Czechia,persons held,intentional homicide,2013,11
1385,Spain,persons held,intentional homicide,2013,8
1386,Israel,persons held,intentional homicide,2013,14
1387,Italy,persons held,intentional homicide,2013,10
1388,Portugal,persons held,intentional homicide,2013,3
1389,Trinidad and Tobago,persons held,intentional homicide,2013,1
1390,Argentina,persons held,intentional homicide,2014,11
1391,Australia,persons held,intentional homicide,2014,8
1392,Austria,persons held,intentional homicide,2014,6
1393,Bermuda,persons held,intentional homicide,2014,47
1394,Switzerland,persons held,intentional homicide,2014,6
1395,Costa Rica,persons held,intentional homicide,2014,34
1396,Czechia,persons held,intentional homicide,2014,11
1397,Ecuador,persons held,intentional homicide,2014,12
1398,Spain,persons held,intentional homicide,2014,8
1399,Croatia,persons held,intentional homicide,2014,9
1400,Israel,persons held,intentional homicide,2014,13
1401,Italy,persons held,intentional homicide,2014,11
1402,Malta,persons held,intentional homicide,2014,1
1403,Portugal,persons held,intentional homicide,2014,3
1404,Argentina,persons held,intentional homicide,2015,13
1405,Australia,persons held,intentional homicide,2015,9
1406,Switzerland,persons held,intentional homicide,2015,5
1407,Costa Rica,persons held,intentional homicide,2015,38
1408,Czechia,persons held,intentional homicide,2015,8
1409,Spain,persons held,intentional homicide,2015,9
1410,Croatia,persons held,intentional homicide,2015,8
1411,Italy,persons held,intentional homicide,2015,10
1412,Jamaica,persons held,intentional homicide,2015,2
1413,Malta,persons held,intentional homicide,2015,7
1414,Portugal,persons held,intentional homicide,2015,10
1415,Argentina,persons held,intentional homicide,2016,24
1416,Australia,persons held,intentional homicide,2016,9
1417,Austria,persons held,intentional homicide,2016,6
1418,Belize,persons held,intentional homicide,2016,19
1419,Switzerland,persons held,intentional homicide,2016,3
1420,Czechia,persons held,intentional homicide,2016,11
1421,Spain,persons held,intentional homicide,2016,8
1422,Italy,persons held,intentional homicide,2016,15
1423,Mexico,persons held,intentional homicide,2016,34
1424,Portugal,persons held,intentional homicide,2016,10
1425,Slovenia,persons held,intentional homicide,2016,4
1426,Thailand,persons held,intentional homicide,2016,2
1427,Argentina,persons held,intentional homicide,2017,26
1428,Australia,persons held,intentional homicide,2017,9
1429,Austria,persons held,intentional homicide,2017,6
1430,Bermuda,persons held,intentional homicide,2017,57
1431,Switzerland,persons held,intentional homicide,2017,6
1432,Chile,persons held,intentional homicide,2017,3
1433,Czechia,persons held,intentional homicide,2017,11
1434,Spain,persons held,intentional homicide,2017,8
1435,Italy,persons held,intentional homicide,2017,15
1436,Mexico,persons held,intentional homicide,2017,41
1437,Malta,persons held,intentional homicide,2017,10
1438,Portugal,persons held,intentional homicide,2017,3
1439,Slovenia,persons held,intentional homicide,2017,4
1440,Argentina,persons held,intentional homicide,2018,28
1441,Australia,persons held,intentional homicide,2018,9
1442,Austria,persons held,intentional homicide,2018,6
1443,Belize,persons held,intentional homicide,2018,77
1444,Bermuda,persons held,intentional homicide,2018,72
1445,Switzerland,persons held,intentional homicide,2018,6
1446,Chile,persons held,intentional homicide,2018,3
1447,Dominica,persons held,intentional homicide,2018,20
1448,Spain,persons held,intentional homicide,2018,8
1449,Italy,persons held,intentional homicide,2018,15
1450,Mexico,persons held,intentional homicide,2018,39
1451,Malta,persons held,intentional homicide,2018,10
1452,Portugal,persons held,intentional homicide,2018,3
1453,Slovenia,persons held,intentional homicide,2018,4
1454,Thailand,persons held,intentional homicide,2018,23
1455,Argentina,persons held,intentional homicide,2019,29
1456,Austria,persons held,intentional homicide,2019,4
1457,Belize,persons held,intentional homicide,2019,67
1458,Bermuda,persons held,intentional homicide,2019,71
1459,Switzerland,persons held,intentional homicide,2019,7
1460,Chile,persons held,intentional homicide,2019,20
1461,Colombia,persons held,intentional homicide,2019,59
1462,Dominica,persons held,intentional homicide,2019,17
1463,Spain,persons held,intentional homicide,2019,8
1464,Italy,persons held,intentional homicide,2019,15
1465,Mexico,persons held,intentional homicide,2019,47
1466,Malta,persons held,intentional homicide,2019,5
1467,Portugal,persons held,intentional homicide,2019,2
1468,Slovenia,persons held,intentional homicide,2019,5
1469,Argentina,persons held,intentional homicide,2020,26
1470,Antigua and Barbuda,persons held,intentional homicide,2020,10
1471,Austria,persons held,intentional homicide,2020,4
1472,Belize,persons held,intentional homicide,2020,62
1473,Switzerland,persons held,intentional homicide,2020,6
1474,Chile,persons held,intentional homicide,2020,20
1475,Colombia,persons held,intentional homicide,2020,70
1476,Dominica,persons held,intentional homicide,2020,24
1477,Spain,persons held,intentional homicide,2020,7
1478,Mexico,persons held,intentional homicide,2020,44
1479,Malta,persons held,intentional homicide,2020,6
1480,Portugal,persons held,intentional homicide,2020,2
1481,Slovenia,persons held,intentional homicide,2020,5
1482,Argentina,persons held,intentional homicide,2021,29
1483,Austria,persons held,intentional homicide,2021,4
1484,Switzerland,persons held,intentional homicide,2021,6
1485,Chile,persons held,intentional homicide,2021,18
1486,Colombia,persons held,intentional homicide,2021,70
1487,Czechia,persons held,intentional homicide,2021,9
1488,Croatia,persons held,intentional homicide,2021,8
1489,Italy,persons held,intentional homicide,2021,15
1490,Mexico,persons held,intentional homicide,2021,43
1491,Malta,persons held,intentional homicide,2021,9
1492,Portugal,persons held,intentional homicide,2021,2
1493,Slovenia,persons held,intentional homicide,2021,4
1494,Australia,persons held,drug possession,2010,1
1495,Colombia,persons held,drug possession,2010,1
1496,Czechia,persons held,drug possession,2010,3
1497,Australia,persons held,drug possession,2011,1
1498,Colombia,persons held,drug possession,2011,2
1499,Czechia,persons held,drug possession,2011,3
1500,Australia,persons held,drug possession,2012,1
1501,Belize,persons held,drug possession,2012,53
1502,Colombia,persons held,drug possession,2012,1
1503,Czechia,persons held,drug possession,2012,2
1504,Israel,persons held,drug possession,2012,1
1505,Trinidad and Tobago,persons held,drug possession,2012,46
1506,Australia,persons held,drug possession,2013,1
1507,Belize,persons held,drug possession,2013,51
1508,Bermuda,persons held,drug possession,2013,9
1509,Colombia,persons held,drug possession,2013,1
1510,Czechia,persons held,drug possession,2013,5
1511,Israel,persons held,drug possession,2013,1
1512,Trinidad and Tobago,persons held,drug possession,2013,56
1513,Australia,persons held,drug possession,2014,1
1514,Belize,persons held,drug possession,2014,65
1515,Bermuda,persons held,drug possession,2014,3
1516,Colombia,persons held,drug possession,2014,1
1517,Costa Rica,persons held,drug possession,2014,8
1518,Czechia,persons held,drug possession,2014,7
1519,Ecuador,persons held,drug possession,2014,12
1520,Israel,persons held,drug possession,2014,1
1521,Malta,persons held,drug possession,2014,21
1522,Thailand,persons held,drug possession,2014,2
1523,Trinidad and Tobago,persons held,drug possession,2014,37
1524,Australia,persons held,drug possession,2015,2
1525,Colombia,persons held,drug possession,2015,1
1526,Costa Rica,persons held,drug possession,2015,7
1527,Czechia,persons held,drug possession,2015,9
1528,Mexico,persons held,drug possession,2015,5
1529,Malta,persons held,drug possession,2015,5
1530,Thailand,persons held,drug possession,2015,85
1531,Trinidad and Tobago,persons held,drug possession,2015,44
1532,Australia,persons held,drug possession,2016,2
1533,Belize,persons held,drug possession,2016,42
1534,Czechia,persons held,drug possession,2016,9
1535,Mexico,persons held,drug possession,2016,5
1536,Thailand,persons held,drug possession,2016,22
1537,Australia,persons held,drug possession,2017,2
1538,Bermuda,persons held,drug possession,2017,9
1539,Chile,persons held,drug possession,2017,1
1540,Czechia,persons held,drug possession,2017,10
1541,Mexico,persons held,drug possession,2017,8
1542,Malta,persons held,drug possession,2017,5
1543,Argentina,persons held,drug possession,2018,4
1544,Australia,persons held,drug possession,2018,2
1545,Belize,persons held,drug possession,2018,6
1546,Bermuda,persons held,drug possession,2018,3
1547,Dominica,persons held,drug possession,2018,31
1548,Mexico,persons held,drug possession,2018,5
1549,Malta,persons held,drug possession,2018,3
1550,Argentina,persons held,drug possession,2019,5
1551,Belize,persons held,drug possession,2019,8
1552,Bermuda,persons held,drug possession,2019,2
1553,Colombia,persons held,drug possession,2019,52
1554,Dominica,persons held,drug possession,2019,56
1555,Mexico,persons held,drug possession,2019,9
1556,Malta,persons held,drug possession,2019,4
1557,Argentina,persons held,drug possession,2020,3
1558,Belize,persons held,drug possession,2020,3
1559,Chile,persons held,drug possession,2020,1
1560,Colombia,persons held,drug possession,2020,37
1561,Dominica,persons held,drug possession,2020,56
1562,Mexico,persons held,drug possession,2020,8
1563,Malta,persons held,drug possession,2020,2
1564,Argentina,persons held,drug possession,2021,2
1565,Chile,persons held,drug possession,2021,1
1566,Czechia,persons held,drug possession,2021,9
1567,Mexico,persons held,drug possession,2021,7
1568,Malta,persons held,drug possession,2021,6
1569,Australia,persons held,drug trafficking,2010,14
1570,Colombia,persons held,drug trafficking,2010,35
1571,Czechia,persons held,drug trafficking,2010,17
1572,Italy,persons held,drug trafficking,2010,25
1573,Mexico,persons held,drug trafficking,2010,2
1574,Portugal,persons held,drug trafficking,2010,18
1575,Slovenia,persons held,drug trafficking,2010,4
1576,Australia,persons held,drug trafficking,2011,14
1577,Colombia,persons held,drug trafficking,2011,43
1578,Czechia,persons held,drug trafficking,2011,19
1579,Italy,persons held,drug trafficking,2011,25
1580,Mexico,persons held,drug trafficking,2011,6
1581,Portugal,persons held,drug trafficking,2011,20
1582,Slovenia,persons held,drug trafficking,2011,6
1583,Australia,persons held,drug trafficking,2012,14
1584,Belize,persons held,drug trafficking,2012,18
1585,Colombia,persons held,drug trafficking,2012,37
1586,Czechia,persons held,drug trafficking,2012,13
1587,Spain,persons held,drug trafficking,2012,31
1588,Israel,persons held,drug trafficking,2012,11
1589,Italy,persons held,drug trafficking,2012,25
1590,Mexico,persons held,drug trafficking,2012,10
1591,Portugal,persons held,drug trafficking,2012,21
1592,Trinidad and Tobago,persons held,drug trafficking,2012,8
1593,Australia,persons held,drug trafficking,2013,15
1594,Belize,persons held,drug trafficking,2013,20
1595,Bermuda,persons held,drug trafficking,2013,58
1596,Colombia,persons held,drug trafficking,2013,40
1597,Czechia,persons held,drug trafficking,2013,13
1598,Spain,persons held,drug trafficking,2013,30
1599,Israel,persons held,drug trafficking,2013,9
1600,Italy,persons held,drug trafficking,2013,23
1601,Portugal,persons held,drug trafficking,2013,22
1602,Trinidad and Tobago,persons held,drug trafficking,2013,11
1603,Australia,persons held,drug trafficking,2014,16
1604,Belize,persons held,drug trafficking,2014,26
1605,Bermuda,persons held,drug trafficking,2014,65
1606,Switzerland,persons held,drug trafficking,2014,12
1607,Colombia,persons held,drug trafficking,2014,35
1608,Costa Rica,persons held,drug trafficking,2014,25
1609,Czechia,persons held,drug trafficking,2014,15
1610,Ecuador,persons held,drug trafficking,2014,2
1611,Spain,persons held,drug trafficking,2014,28
1612,Israel,persons held,drug trafficking,2014,10
1613,Italy,persons held,drug trafficking,2014,19
1614,Mexico,persons held,drug trafficking,2014,4
1615,Malta,persons held,drug trafficking,2014,26
1616,Portugal,persons held,drug trafficking,2014,21
1617,Thailand,persons held,drug trafficking,2014,1
1618,Trinidad and Tobago,persons held,drug trafficking,2014,9
1619,Australia,persons held,drug trafficking,2015,18
1620,Switzerland,persons held,drug trafficking,2015,10
1621,Colombia,persons held,drug trafficking,2015,36
1622,Costa Rica,persons held,drug trafficking,2015,24
1623,Czechia,persons held,drug trafficking,2015,18
1624,Spain,persons held,drug trafficking,2015,26
1625,Italy,persons held,drug trafficking,2015,17
1626,Jamaica,persons held,drug trafficking,2015,7
1627,Mexico,persons held,drug trafficking,2015,6
1628,Malta,persons held,drug trafficking,2015,39
1629,Portugal,persons held,drug trafficking,2015,22
1630,Trinidad and Tobago,persons held,drug trafficking,2015,8
1631,Australia,persons held,drug trafficking,2016,17
1632,Belize,persons held,drug trafficking,2016,38
1633,Switzerland,persons held,drug trafficking,2016,10
1634,Czechia,persons held,drug trafficking,2016,21
1635,Spain,persons held,drug trafficking,2016,23
1636,Italy,persons held,drug trafficking,2016,32
1637,Luxembourg,persons held,drug trafficking,2016,25
1638,Mexico,persons held,drug trafficking,2016,12
1639,Portugal,persons held,drug trafficking,2016,21
1640,Slovenia,persons held,drug trafficking,2016,7
1641,Thailand,persons held,drug trafficking,2016,56
1642,Australia,persons held,drug trafficking,2017,23
1643,Bermuda,persons held,drug trafficking,2017,55
1644,Switzerland,persons held,drug trafficking,2017,11
1645,Chile,persons held,drug trafficking,2017,50
1646,Czechia,persons held,drug trafficking,2017,22
1647,Spain,persons held,drug trafficking,2017,21
1648,Italy,persons held,drug trafficking,2017,33
1649,Mexico,persons held,drug trafficking,2017,21
1650,Malta,persons held,drug trafficking,2017,27
1651,Portugal,persons held,drug trafficking,2017,19
1652,Slovenia,persons held,drug trafficking,2017,10
1653,Argentina,persons held,drug trafficking,2018,10
1654,Australia,persons held,drug trafficking,2018,25
1655,Belize,persons held,drug trafficking,2018,21
1656,Bermuda,persons held,drug trafficking,2018,42
1657,Switzerland,persons held,drug trafficking,2018,11
1658,Chile,persons held,drug trafficking,2018,48
1659,Dominica,persons held,drug trafficking,2018,7
1660,Spain,persons held,drug trafficking,2018,19
1661,Italy,persons held,drug trafficking,2018,35
1662,Mexico,persons held,drug trafficking,2018,21
1663,Malta,persons held,drug trafficking,2018,28
1664,Portugal,persons held,drug trafficking,2018,16
1665,Slovenia,persons held,drug trafficking,2018,6
1666,Argentina,persons held,drug trafficking,2019,10
1667,Belize,persons held,drug trafficking,2019,20
1668,Bermuda,persons held,drug trafficking,2019,44
1669,Switzerland,persons held,drug trafficking,2019,11
1670,Chile,persons held,drug trafficking,2019,49
1671,Colombia,persons held,drug trafficking,2019,52
1672,Dominica,persons held,drug trafficking,2019,22
1673,Spain,persons held,drug trafficking,2019,18
1674,Italy,persons held,drug trafficking,2019,36
1675,Mexico,persons held,drug trafficking,2019,10
1676,Malta,persons held,drug trafficking,2019,23
1677,Portugal,persons held,drug trafficking,2019,18
1678,Slovenia,persons held,drug trafficking,2019,7
1679,Argentina,persons held,drug trafficking,2020,13
1680,Belize,persons held,drug trafficking,2020,15
1681,Switzerland,persons held,drug trafficking,2020,8
1682,Chile,persons held,drug trafficking,2020,41
1683,Colombia,persons held,drug trafficking,2020,72
1684,Dominica,persons held,drug trafficking,2020,22
1685,Spain,persons held,drug trafficking,2020,17
1686,Mexico,persons held,drug trafficking,2020,12
1687,Malta,persons held,drug trafficking,2020,19
1688,Portugal,persons held,drug trafficking,2020,17
1689,Slovenia,persons held,drug trafficking,2020,8
1690,Argentina,persons held,drug trafficking,2021,13
1691,Switzerland,persons held,drug trafficking,2021,5
1692,Chile,persons held,drug trafficking,2021,49
1693,Colombia,persons held,drug trafficking,2021,69
1694,Czechia,persons held,drug trafficking,2021,23
1695,Croatia,persons held,drug trafficking,2021,5
1696,Italy,persons held,drug trafficking,2021,32
1697,Mexico,persons held,drug trafficking,2021,10
1698,Malta,persons held,drug trafficking,2021,13
1699,Portugal,persons held,drug trafficking,2021,17
1700,Slovenia,persons held,drug trafficking,2021,6
1701,Czechia,persons held,bribery,2016,46
1702,Spain,persons held,bribery,2016,2
1703,Italy,persons held,bribery,2016,1
1704,Luxembourg,persons held,bribery,2016,1
1705,Mexico,persons held,bribery,2016,1
1706,Czechia,persons held,bribery,2017,47
1707,Spain,persons held,bribery,2017,2
1708,Italy,persons held,bribery,2017,1
1709,Mexico,persons held,bribery,2017,1
1710,Spain,persons held,bribery,2018,2
1711,Italy,persons held,bribery,2018,1
1712,Mexico,persons held,bribery,2018,1
1713,Slovenia,persons held,bribery,2018,2
1714,Colombia,persons held,bribery,2019,1
1715,Dominica,persons held,bribery,2019,20
1716,Spain,persons held,bribery,2019,3
1717,Italy,persons held,bribery,2019,1
1718,Mexico,persons held,bribery,2019,1
1719,Slovenia,persons held,bribery,2019,2
1720,Dominica,persons held,bribery,2020,26
1721,Spain,persons held,bribery,2020,3
1722,Mexico,persons held,bribery,2020,1
1723,Slovenia,persons held,bribery,2020,1
1724,Czechia,persons held,bribery,2021,36
1725,Italy,persons held,bribery,2021,1
1726,Mexico,persons held,bribery,2021,1
1727,Slovenia,persons held,bribery,2021,1
1728,Costa Rica,entering,intending to cause death,2016,4
1729,Mexico,entering,intending to cause death,2016,8
1730,Bermuda,entering,intending to cause death,2017,8
1731,Chile,entering,intending to cause death,2017,1
1732,Costa Rica,entering,intending to cause death,2017,4
1733,Luxembourg,entering,intending to cause death,2017,6
1734,Mexico,entering,intending to cause death,2017,10
1735,Switzerland,entering,intending to cause death,2018,1
1736,Dominica,entering,intending to cause death,2018,61
1737,Mexico,entering,intending to cause death,2018,10
1738,Malta,entering,intending to cause death,2018,5
1739,Belize,entering,intending to cause death,2019,33
1740,Bermuda,entering,intending to cause death,2019,2
1741,Dominica,entering,intending to cause death,2019,74
1742,Spain,entering,intending to cause death,2019,9
1743,Malta,entering,intending to cause death,2019,4
1744,Austria,entering,intending to cause death,2020,1
1745,Chile,entering,intending to cause death,2020,8
1746,Colombia,entering,intending to cause death,2020,2
1747,Italy,entering,intending to cause death,2020,2
1748,Mexico,entering,intending to cause death,2020,9
1749,Austria,entering,intending to cause death,2021,1
1750,Chile,entering,intending to cause death,2021,8
1751,Colombia,entering,intending to cause death,2021,4
1752,Italy,entering,intending to cause death,2021,2
1753,Mexico,entering,intending to cause death,2021,11
1754,Malta,entering,intending to cause death,2021,3
1755,Bermuda,entering,other,2017,207
1756,Dominica,entering,other,2018,328
1757,Mexico,entering,other,2018,5
1758,Malta,entering,other,2018,13
1759,Belize,entering,other,2019,80
1760,Bermuda,entering,other,2019,152
1761,Dominica,entering,other,2019,272
1762,Spain,entering,other,2019,25
1763,Malta,entering,other,2019,19
1764,Colombia,entering,other,2020,3
1765,Italy,entering,other,2020,2
1766,Mexico,entering,other,2020,1
1767,Colombia,entering,other,2021,6
1768,Italy,entering,other,2021,2
1769,Mexico,entering,other,2021,2
1770,Malta,entering,other,2021,90
1771,Costa Rica,entering,acts to cause harm,2016,1
1772,Mexico,entering,acts to cause harm,2016,18
1773,Bermuda,entering,acts to cause harm,2017,44
1774,Costa Rica,entering,acts to cause harm,2017,1
1775,Luxembourg,entering,acts to cause harm,2017,32
1776,Mexico,entering,acts to cause harm,2017,16
1777,Switzerland,entering,acts to cause harm,2018,3
1778,Dominica,entering,acts to cause harm,2018,42
1779,Mexico,entering,acts to cause harm,2018,16
1780,Malta,entering,acts to cause harm,2018,4
1781,Belize,entering,acts to cause harm,2019,24
1782,Bermuda,entering,acts to cause harm,2019,64
1783,Switzerland,entering,acts to cause harm,2019,2
1784,Dominica,entering,acts to cause harm,2019,50
1785,Spain,entering,acts to cause harm,2019,5
1786,Malta,entering,acts to cause harm,2019,5
1787,Austria,entering,acts to cause harm,2020,15
1788,Chile,entering,acts to cause harm,2020,3
1789,Colombia,entering,acts to cause harm,2020,3
1790,Italy,entering,acts to cause harm,2020,13
1791,Mexico,entering,acts to cause harm,2020,20
1792,Austria,entering,acts to cause harm,2021,15
1793,Chile,entering,acts to cause harm,2021,3
1794,Colombia,entering,acts to cause harm,2021,1
1795,Italy,entering,acts to cause harm,2021,15
1796,Mexico,entering,acts to cause harm,2021,20
1797,Malta,entering,acts to cause harm,2021,11
1798,Costa Rica,entering,violent against property,2016,9
1799,Mexico,entering,violent against property,2016,45
1800,Bermuda,entering,violent against property,2017,27
1801,Costa Rica,entering,violent against property,2017,10
1802,Luxembourg,entering,violent against property,2017,9
1803,Mexico,entering,violent against property,2017,27
1804,Switzerland,entering,violent against property,2018,2
1805,Chile,entering,violent against property,2018,3
1806,Dominica,entering,violent against property,2018,34
1807,Mexico,entering,violent against property,2018,19
1808,Malta,entering,violent against property,2018,19
1809,Bermuda,entering,violent against property,2019,11
1810,Switzerland,entering,violent against property,2019,1
1811,Chile,entering,violent against property,2019,3
1812,Dominica,entering,violent against property,2019,41
1813,Spain,entering,violent against property,2019,36
1814,Malta,entering,violent against property,2019,19
1815,Austria,entering,violent against property,2020,5
1816,Chile,entering,violent against property,2020,41
1817,Italy,entering,violent against property,2020,12
1818,Mexico,entering,violent against property,2020,19
1819,Austria,entering,violent against property,2021,4
1820,Chile,entering,violent against property,2021,36
1821,Italy,entering,violent against property,2021,13
1822,Mexico,entering,violent against property,2021,27
1823,Costa Rica,entering,against property only,2016,9
1824,Bermuda,entering,against property only,2017,104
1825,Chile,entering,against property only,2017,3
1826,Costa Rica,entering,against property only,2017,10
1827,Luxembourg,entering,against property only,2017,52
1828,Switzerland,entering,against property only,2018,20
1829,Dominica,entering,against property only,2018,35
1830,Mexico,entering,against property only,2018,22
1831,Belize,entering,against property only,2019,117
1832,Bermuda,entering,against property only,2019,113
1833,Switzerland,entering,against property only,2019,17
